method,m_bits,R_bits_per_token,utilization,entropy_rate_bits_per_token,mean_N_tokens,std_R,trials
ACS2,101,6.43312101910828,0.9658126161741935,6.660837631828994,15.7,0.7660812865793779,10
ACS1,102,6.754966887417218,0.9704481671822296,6.960667365708754,15.1,0.4352886289304953,10
Discop,102,6.181818181818182,0.9174312929429207,6.738181081646179,16.5,0.738381473105886,10
ACS2,102,6.580645161290323,0.9645556519023494,6.822462911612839,15.5,0.5539810801552636,10
ACS1,103,6.821192052980132,0.9786721571532392,6.9698437859125475,15.1,0.4905382091174857,10
Discop,103,6.242424242424242,0.919028122839805,6.79241917334923,16.5,0.5287047295313774,10
ACS2,103,6.602564102564102,0.96225783628516,6.861533212401366,15.6,0.6329254897173824,10
ACS1,104,6.753246753246753,0.9654663550351439,6.994802789374186,15.4,0.7569530863420278,10
Discop,104,6.265060240963855,0.9290392365722973,6.743590576517391,16.6,0.7866661431572811,10
ACS2,104,6.7973856209150325,0.9681108651993747,7.0212884342695245,15.3,0.7843487322922352,10
ACS1,105,6.60377358490566,0.9750402859073237,6.772821267339245,15.9,0.6162971797858524,10
Discop,105,6.521739130434782,0.9336193061018491,6.985437305988317,16.1,0.7014663974406228,10
ACS2,105,6.774193548387097,0.9586772488259335,7.066187871552466,15.5,0.4711556588382869,10
ACS1,106,6.708860759493671,0.9606118384777691,6.98394553425955,15.8,0.6307626879341721,10
Discop,106,6.1988304093567255,0.924317832077987,6.706384096713731,17.1,0.6569769386008645,10
ACS2,106,6.973684210526316,0.9739666344563737,7.160085329225602,15.2,0.68897899002127,10
ACS1,107,6.772151898734177,0.9582253066433404,7.067389946584691,15.8,0.6844971882392147,10
Discop,107,6.22093023255814,0.9239470832999317,6.732994069681696,17.2,0.500940679619838,10
ACS2,107,6.6875,0.9783704911076981,6.8353451588963,16.0,0.4901032876844099,10
ACS1,108,6.545454545454546,0.9755189538531177,6.709715397739042,16.5,0.5543700076639689,10
Discop,108,6.101694915254237,0.9217222680346194,6.619884456371906,17.7,0.676175083921046,10
ACS2,108,6.506024096385542,0.9746053657645536,6.675547175221767,16.6,0.6736006017534856,10
ACS1,109,6.942675159235669,0.969282363410066,7.162696259952984,15.7,0.3908844303116745,10
Discop,109,6.488095238095238,0.9257304581038639,7.008622414114515,16.8,0.40764489151020405,10
ACS2,109,6.6871165644171775,0.9717621595569279,6.881433382285794,16.3,0.5509739230425241,10
ACS1,110,6.470588235294118,0.9606267624050264,6.735798427158477,17.0,0.6076888291272299,10
Discop,110,6.111111111111111,0.9240285090078777,6.61355255983667,18.0,0.6108254603456093,10
ACS2,110,6.470588235294118,0.9658200057279234,6.699579835703793,17.0,0.6040835875933448,10
ACS1,111,6.851851851851852,0.9719796066092478,7.049378202238777,16.2,0.6702626093495588,10
Discop,111,6.491228070175438,0.9379318394416696,6.920788694026556,17.1,0.529422466985772,10
ACS2,111,6.7272727272727275,0.9821757905776488,6.8493571026793525,16.5,0.5697691745435235,10
ACS1,112,6.829268292682927,0.9753318649602624,7.001994437002393,16.4,0.5927830175908025,10
Discop,112,6.627218934911243,0.9272507415249981,7.147170272424718,16.9,0.5983402339824039,10
ACS2,112,6.829268292682927,0.9756666698210453,6.999591667854695,16.4,0.41696037066924957,10
ACS1,113,6.608187134502924,0.9710313473033665,6.805328327303131,17.1,0.6112037676128235,10
Discop,113,6.457142857142857,0.9120827316251625,7.079558282654277,17.5,0.6292587911987646,10
ACS2,113,6.608187134502924,0.9694160300503153,6.816667900736015,17.1,0.448557835821042,10
ACS1,114,6.951219512195122,0.9725303158836153,7.147560748149458,16.4,0.4150167930930938,10
Discop,114,6.705882352941177,0.9477851417621483,7.075319138759038,17.0,0.5374601572080477,10
ACS2,114,7.125,0.965295958228336,7.381155944211066,16.0,0.6061580886240013,10
ACS1,115,6.571428571428571,0.9631565153217164,6.822804463128781,17.5,0.4606821444646155,10
Discop,115,6.182795698924731,0.9167036096052406,6.7445962186046415,18.6,0.6416721559747136,10
ACS2,115,6.686046511627907,0.9683485499859968,6.904586692182885,17.2,0.3992227482251166,10
ACS1,116,6.904761904761905,0.9657462725757072,7.149664565980112,16.8,0.5674778329296326,10
Discop,116,6.705202312138728,0.9349153448360893,7.17198872515489,17.3,0.6625972285450229,10
ACS2,116,7.160493827160494,0.9701879177799315,7.380522572931808,16.2,0.5319107183970625,10
ACS1,117,6.358695652173913,0.9682337415327318,6.567314667332272,18.4,0.7146751815861646,10
Discop,117,6.324324324324325,0.9266835524670848,6.824686061911043,18.5,0.6276160660951552,10
ACS2,117,6.157894736842105,0.9799458961458747,6.283912980360542,19.0,0.6601283846811314,10
ACS1,118,6.820809248554913,0.9644336481133227,7.072346824375269,17.3,0.4528754693574433,10
Discop,118,6.519337016574585,0.9327514270269505,6.989361610900241,18.1,0.4415610757881638,10
ACS2,118,6.666666666666667,0.9746568293063087,6.840014317050982,17.7,0.3905714142146417,10
ACS1,119,6.9186046511627906,0.9867817617509981,7.011281439663062,17.2,0.46578926648757624,10
Discop,119,6.296296296296297,0.9180819779420678,6.858098130201617,18.9,0.5034075054180429,10
ACS2,119,6.72316384180791,0.9739636736238595,6.9028897318036595,17.7,0.3380575717399325,10
ACS1,120,6.70391061452514,0.9721852656456602,6.895713040942718,17.9,0.5563997146811398,10
Discop,120,6.25,0.9275459338568129,6.738210768723853,19.2,0.7634445375471279,10
ACS2,120,6.666666666666667,0.9835710219176309,6.7780226522624885,18.0,0.5591943336772488,10
ACS1,121,6.4361702127659575,0.9785651325223905,6.577150563474314,18.8,0.45350454439264565,10
Discop,121,6.269430051813472,0.9261646753087159,6.769239012191541,19.3,0.506163610081998,10
ACS2,121,6.685082872928176,0.9600772790871412,6.963067472323138,18.1,0.3601804321313428,10
ACS1,122,6.666666666666667,0.9773965909878007,6.820840923876188,18.3,0.5168159259683919,10
Discop,122,6.387434554973822,0.9221321730171029,6.926810214282973,19.1,0.4394680373582881,10
ACS2,122,6.7032967032967035,0.9683849878270769,6.922140251614166,18.2,0.5098433422222209,10
ACS1,123,6.684782608695652,0.973203985168673,6.868840151262908,18.4,0.7317446981101016,10
Discop,123,6.373056994818653,0.9344598335368227,6.820043800809894,19.3,0.7568215050336948,10
ACS2,123,6.612903225806452,0.9741419952491345,6.788438706120269,18.6,0.6181573593549754,10
ACS1,124,6.739130434782608,0.9789681182946859,6.883912058874645,18.4,0.5735895085028573,10
Discop,124,6.492146596858639,0.9355259012549515,6.939569057521354,19.1,0.4750143651521865,10
ACS2,124,6.966292134831461,0.9834870917291567,7.083257313101486,17.8,0.609292092113815,10
ACS1,125,6.684491978609626,0.9672030005531498,6.911157197389504,18.7,0.518756416838829,10
Discop,125,6.410256410256411,0.9279801838035245,6.907751396137155,19.5,0.5254182279955918,10
ACS2,125,6.906077348066298,0.9889350424883545,6.983347794703739,18.1,0.50973646127493,10
ACS1,126,6.961325966850829,0.9661695707081395,7.205076808358423,18.1,0.3750639210623902,10
Discop,126,6.461538461538462,0.9380331250997981,6.88839049351377,19.5,0.6510192077952605,10
ACS2,126,6.8478260869565215,0.9737545207121683,7.0323946552240635,18.4,0.4998815071967594,10
ACS1,127,6.791443850267379,0.9707293778846291,6.996227790145793,18.7,0.376770718927043,10
Discop,127,6.684210526315789,0.92010617962072,7.264607796755707,19.0,0.43437488680179,10
ACS2,127,6.791443850267379,0.980804277404268,6.924361982026799,18.7,0.6513740455435614,10
ACS1,128,6.2439024390243905,0.9721463411730814,6.42280094526707,20.5,0.7935552102960315,10
Discop,128,6.2745098039215685,0.9410270378184727,6.667725316870165,20.4,0.7892481804236949,10
ACS2,128,6.305418719211823,0.9768814488017641,6.454640659770953,20.3,0.7664375461982853,10
ACS1,129,6.972972972972973,0.9804540596789131,7.111983375596953,18.5,0.6845085643769565,10
Discop,129,6.3861386138613865,0.9148058635741765,6.980867600597283,20.2,0.5988299091505048,10
ACS2,129,6.515151515151516,0.9795110798764205,6.651432177748817,19.8,0.34579125705738645,10
ACS1,130,6.565656565656566,0.9728014966917038,6.74922539488786,19.8,0.7093366772629086,10
Discop,130,6.220095693779904,0.9354475581461409,6.649325918501319,20.9,0.5927833338251848,10
ACS2,130,6.5,0.971477193005297,6.690841583107097,20.0,0.4527084890880852,10
ACS1,131,6.582914572864322,0.974949360198561,6.752057944346593,19.9,0.5919757607648305,10
Discop,131,6.298076923076923,0.9318452908510083,6.758715191150669,20.8,0.561669350403891,10
ACS2,131,6.45320197044335,0.9654486023619996,6.684148648260916,20.3,0.5647758280659674,10
ACS1,132,6.700507614213198,0.9714885017633906,6.897155861392922,19.7,0.5086181313357089,10
Discop,132,6.633165829145729,0.9361330020111656,7.085708777380132,19.9,0.6369687926750056,10
ACS2,132,6.73469387755102,0.9722596524895788,6.926847021066943,19.6,0.8499589879822295,10
ACS1,133,6.519607843137255,0.9720092813223427,6.70735143008906,20.4,0.4197495682315935,10
Discop,133,6.186046511627907,0.9316869862786169,6.639618887816039,21.5,0.7590724136887881,10
ACS2,133,6.519607843137255,0.9755674455123025,6.682887865034893,20.4,0.5509368055606642,10
ACS1,134,6.836734693877551,0.972037114212312,7.033409109504715,19.6,0.5179494864194198,10
Discop,134,6.4423076923076925,0.9341142234338528,6.896702277613794,20.8,0.49980501126403065,10
ACS2,134,6.666666666666667,0.9788272334592762,6.810871662311622,20.1,0.6575852468866378,10
ACS1,135,6.994818652849741,0.969656638416921,7.213706765592415,19.3,0.34275994945421473,10
Discop,135,6.818181818181818,0.9436009748634393,7.22570450837926,19.8,0.4892358507159054,10
ACS2,135,6.852791878172589,0.9749645012253876,7.028760400568054,19.7,0.46132567201489155,10
ACS1,136,6.570048309178744,0.9789847451632046,6.711083437856291,20.7,0.37592752034391036,10
Discop,136,6.153846153846154,0.9234794947889894,6.663760471749596,22.1,0.522096478808267,10
ACS2,136,6.666666666666667,0.9744766272342026,6.841279185513417,20.4,0.5265201716119059,10
ACS1,137,7.135416666666667,0.9866633955542145,7.231865192139476,19.2,0.4906767201140233,10
Discop,137,6.462264150943396,0.9282412547990259,6.9618368258611225,21.2,0.516121714599227,10
ACS2,137,6.8159203980099505,0.9797738661421918,6.9566260476484025,20.1,0.5254833139530917,10
ACS1,138,6.666666666666667,0.9710431211547631,6.865469227297215,20.7,0.6756758161246724,10
Discop,138,6.634615384615385,0.9376164440074103,7.07604418311903,20.8,0.5991198858440618,10
ACS2,138,6.6028708133971294,0.9774797115795584,6.754995254814261,20.9,0.6782868903596464,10
ACS1,139,6.780487804878049,0.9660679127946245,7.018645081859278,20.5,0.5097400020456421,10
Discop,139,6.435185185185185,0.9343316760261371,6.887474063338046,21.6,0.3808194670347099,10
ACS2,139,6.6826923076923075,0.9828232415449714,6.799485426481467,20.8,0.6203721717684687,10
ACS1,140,6.698564593301436,0.975925954071118,6.863804129153527,20.9,0.73806511632379,10
Discop,140,6.334841628959276,0.920581071394158,6.881351165916962,22.1,0.6328013277931002,10
ACS2,140,6.829268292682927,0.9877997764753605,6.9136159526690015,20.5,0.48484973605255455,10
ACS1,141,7.05,0.9772161730932005,7.214370979641592,20.0,0.28868061788522176,10
Discop,141,6.778846153846154,0.9407122539281175,7.206078293909568,20.8,0.4302391709930565,10
ACS2,141,6.945812807881773,0.9785675029150637,7.097939372798328,20.3,0.35480132766880246,10
ACS1,142,6.859903381642512,0.9804151086762366,6.996937645019366,20.7,0.6187567194013976,10
Discop,142,6.283185840707965,0.9313395668748511,6.746396335110575,22.6,0.538932637129589,10
ACS2,142,6.729857819905213,0.9827081452365675,6.8482772352366466,21.1,0.6219574024965703,10
ACS1,143,6.5,0.9789444285370105,6.639804886283448,22.0,0.7867765386331196,10
Discop,143,6.190476190476191,0.9288160004398336,6.664911228429246,23.1,0.4229872672155254,10
ACS2,143,6.651162790697675,0.98122721266112,6.778412486807725,21.5,0.7620199418109727,10
ACS1,144,6.857142857142857,0.9774229401105229,7.015532965051424,21.0,0.43151278509796165,10
Discop,144,6.605504587155964,0.9374756422553282,7.046054627365889,21.8,0.46182846474355266,10
ACS2,144,6.889952153110048,0.9759784602295618,7.059533005973768,20.9,0.45736651035404313,10
ACS1,145,6.590909090909091,0.971672406680206,6.783056764395978,22.0,0.4668952539318065,10
Discop,145,6.531531531531532,0.929183417945362,7.029324248999459,22.2,0.30215647499915194,10
ACS2,145,6.651376146788991,0.9786286973386333,6.796628961400082,21.8,0.5670873869590239,10
ACS1,146,6.919431279620853,0.9846228258045162,7.027494283374063,21.1,0.5404387377377798,10
Discop,146,6.636363636363637,0.9385751652326895,7.070678920764289,22.0,0.5225446133933003,10
ACS2,146,6.7592592592592595,0.9855274665904996,6.858519410568418,21.6,0.44357221522084,10
ACS1,147,6.901408450704225,0.9858192230454846,7.000683583125667,21.3,0.5417927830525819,10
Discop,147,6.869158878504673,0.9480977597943565,7.245201043397256,21.4,0.5296459260415011,10
ACS2,147,6.901408450704225,0.983015713960359,7.0206491642945705,21.3,0.555959049255966,10
ACS1,148,6.462882096069869,0.9770440592341101,6.614729433118936,22.9,0.6329406981056918,10
Discop,148,6.462882096069869,0.9303863249904724,6.946450009501217,22.9,0.7215902605585518,10
ACS2,148,6.5777777777777775,0.9746667378828096,6.748745516920129,22.5,0.8252694042385701,10
ACS1,149,6.834862385321101,0.9878841267981325,6.918688335922376,21.8,0.48525001647659227,10
Discop,149,6.563876651982379,0.9379924414630011,6.997792691958797,22.7,0.4328439688032577,10
ACS2,149,6.742081447963801,0.9740366201420011,6.921794631274642,22.1,0.4620824698848978,10
ACS1,150,7.042253521126761,0.9755756806438044,7.218561984324393,21.3,0.45309446827092703,10
Discop,150,6.6371681415929205,0.9327437888008145,7.1157462759693315,22.6,0.34696454741765936,10
ACS2,150,7.0754716981132075,0.97241729784744,7.276168074936137,21.2,0.3019903994004371,10
ACS1,151,6.801801801801802,0.9711505153919457,7.003859539792005,22.2,0.24510870231541415,10
Discop,151,6.711111111111111,0.9354171286740541,7.1744582233853835,22.5,0.3237185371602164,10
ACS2,151,6.741071428571429,0.9760031545650477,6.906813156332023,22.4,0.5267273314332493,10
ACS1,152,6.940639269406392,0.9871508778369454,7.030981205846454,21.9,0.6140681533205855,10
Discop,152,6.877828054298643,0.9384357280698972,7.329034742149506,22.1,0.37999199506536613,10
ACS2,152,6.972477064220183,0.9793706496536829,7.119344516486923,21.8,0.249954457388335,10
ACS1,153,6.954545454545454,0.980705737871738,7.0913681708824745,22.0,0.45769293737702704,10
Discop,153,6.348547717842323,0.9268510118376792,6.849588161159772,24.1,0.5489562573127067,10
ACS2,153,6.986301369863014,0.984367148237205,7.097251652875672,21.9,0.5137534961869324,10
ACS1,154,6.875,0.9774294758975278,7.033755549153057,22.4,0.6006560902478592,10
Discop,154,6.609442060085837,0.9351447623606872,7.067827705521129,23.3,0.5388442344069982,10
ACS2,154,7.064220183486238,0.9843862180484338,7.176268881020299,21.8,0.5585154348836658,10
ACS1,155,6.919642857142857,0.9769086935339688,7.083203274720627,22.4,0.4535605095669717,10
Discop,155,6.352459016393443,0.9443639077316445,6.726706690487574,24.4,0.5983973423998644,10
ACS2,155,6.888888888888889,0.9773313135792123,7.048673047894262,22.5,0.29420254657658984,10
ACS1,156,6.872246696035242,0.984037507056868,6.983724346635186,22.7,0.6346699932265154,10
Discop,156,6.117647058823529,0.938535813409607,6.518288350232185,25.5,0.6331095801861069,10
ACS2,156,7.027027027027027,0.97710441610393,7.191684850884551,22.2,0.42273906047250354,10
ACS1,157,6.5966386554621845,0.9783876313085638,6.742356959929451,23.8,0.752697399162415,10
Discop,157,6.305220883534137,0.9329102027743251,6.758657869517798,24.9,0.42699980625361683,10
ACS2,157,6.6525423728813555,0.9809395754769077,6.781806483490137,23.6,0.48469716324032364,10
ACS1,158,6.781115879828326,0.9824992628609643,6.901904292612113,23.3,0.34996451851125865,10
Discop,158,6.4227642276422765,0.9331177551376194,6.883122941643121,24.6,0.3511040213123052,10
ACS2,158,6.475409836065574,0.9786464219893057,6.6167000569040395,24.4,0.5478311268920782,10
ACS1,159,6.737288135593221,0.9797134728751663,6.876794411963421,23.6,0.6552228697437327,10
Discop,159,6.489795918367347,0.9283548114177983,6.990641766003266,24.5,0.459867709632005,10
ACS2,159,6.516393442622951,0.9852883690435231,6.6136916331903866,24.4,0.5079166422179144,10
ACS1,160,6.374501992031872,0.9836502371140029,6.48045590954611,25.1,0.6545065209336558,10
Discop,160,6.015037593984962,0.926681563149706,6.490943419161593,26.6,0.5917917505812738,10
ACS2,160,6.504065040650406,0.978580146652694,6.6464306095908885,24.6,0.7535662688831719,10
ACS1,161,6.880341880341881,0.9878438592835787,6.965009516110939,23.4,0.430199499092558,10
Discop,161,6.625514403292181,0.9471452374062507,6.995246496129883,24.3,0.455030842660183,10
ACS2,161,6.764705882352941,0.9868657435143464,6.854737766317653,23.8,0.3753452551184737,10
ACS1,162,6.80672268907563,0.986819651018287,6.89763593788577,23.8,0.424459730524377,10
Discop,162,6.428571428571429,0.9370091086448228,6.860735257812959,25.2,0.4157192319827361,10
ACS2,162,6.864406779661017,0.9735644318134347,7.050798648092407,23.6,0.4487836913668989,10
ACS1,163,6.906779661016949,0.9830019141143175,7.026211812862991,23.6,0.5583237720367756,10
Discop,163,6.763485477178423,0.9373035757604105,7.215896377746538,24.1,0.36664118387292854,10
ACS2,163,6.707818930041152,0.9774270414899324,6.862731073836618,24.3,0.46860661129338194,10
ACS1,164,6.6396761133603235,0.9798511566069585,6.77620888498237,24.7,0.8359236067174588,10
Discop,164,6.381322957198444,0.9337921601973446,6.833772255969504,25.7,0.5781621933502711,10
ACS2,164,6.890756302521009,0.9733430480710982,7.079473486944421,23.8,0.3274611706751219,10
ACS1,165,6.991525423728813,0.9825037550108093,7.116029214210885,23.6,0.565299402572446,10
Discop,165,6.6,0.9387770306946706,7.03042339576222,25.0,0.31002804258899386,10
ACS2,165,6.903765690376569,0.9797896275579945,7.046171439458242,23.9,0.42791393850156534,10
ACS1,166,6.587301587301587,0.9737512560320796,6.764870952920828,25.2,0.38846363802114026,10
Discop,166,6.2406015037593985,0.924913758174868,6.747225293819799,26.6,0.5833591673933062,10
ACS2,166,6.64,0.9829579825415118,6.755120888109357,25.0,0.437990224910085,10
ACS1,167,6.872427983539095,0.9762309449586827,7.039756339448918,24.3,0.40780378416317525,10
Discop,167,6.600790513833992,0.9366502461679259,7.0472308536078465,25.3,0.48529854289835,10
ACS2,167,6.844262295081967,0.9776469576486613,7.000750364470118,24.4,0.6521116193533835,10
ACS1,168,6.970954356846473,0.9765754328870103,7.138162728749507,24.1,0.35446350357216255,10
Discop,168,6.588235294117647,0.9396064842472099,7.011696284105555,25.5,0.5435624457598476,10
ACS2,168,6.9421487603305785,0.9847289016659543,7.049807057136154,24.2,0.4670153370789477,10
ACS1,169,6.679841897233201,0.9797211828790773,6.818105001673384,25.3,0.49096629134351466,10
Discop,169,6.450381679389313,0.9398315595550109,6.8633380245747695,26.2,0.5322212643129826,10
ACS2,169,6.814516129032258,0.9849941163328729,6.918331811364173,24.8,0.5839975739028159,10
ACS1,170,6.827309236947791,0.9838961383775524,6.939054815486972,24.9,0.5415426131651883,10
Discop,170,6.719367588932807,0.9480300332084904,7.087715951563198,25.3,0.4275545561229296,10
ACS2,170,6.995884773662551,0.9804804375701662,7.135159974226313,24.3,0.6610115384888037,10
ACS1,171,6.923076923076923,0.9775766821283429,7.08187608158192,24.7,0.4628063632195542,10
Discop,171,6.84,0.9421688086946184,7.25984551481477,25.0,0.4105525309561228,10
ACS2,171,6.923076923076923,0.9803768044330107,7.0616490432786225,24.7,0.3717787595560417,10
ACS1,172,6.745098039215686,0.9837359018185903,6.856614693787543,25.5,0.5245297978441493,10
Discop,172,6.564885496183206,0.947172622795083,6.931033835005061,26.2,0.43951880713530617,10
ACS2,172,6.71875,0.979339536517071,6.860490922172511,25.6,0.5547309806815798,10
ACS1,173,6.67953667953668,0.9811500567488473,6.807864539772935,25.9,0.4787140695655056,10
Discop,173,6.3837638376383765,0.947023402981993,6.740872313753961,27.1,0.5781475442987662,10
ACS2,173,6.67953667953668,0.9891047907638425,6.753113261516371,25.9,0.5981829308740495,10
ACS1,174,6.96,0.9805019165593009,7.09840529881214,25.0,0.5014156039842371,10
Discop,174,6.566037735849057,0.9363659898085493,7.012255685612373,26.5,0.5729223792174722,10
ACS2,174,6.744186046511628,0.979648601103744,6.8842909987449925,25.8,0.49153484772371187,10
ACS1,175,6.704980842911877,0.9804714168555146,6.838527597689208,26.1,0.6226107380279783,10
Discop,175,6.363636363636363,0.943263090664552,6.746406624638546,27.5,0.4786116751045106,10
ACS2,175,6.529850746268656,0.981505755408128,6.6528909385288575,26.8,0.6508458731423568,10
ACS1,176,6.567164179104478,0.9783867208741795,6.712237644882156,26.8,0.6588341637494843,10
Discop,176,6.353790613718411,0.9371275666599317,6.780070120404535,27.7,0.4651733670528761,10
ACS2,176,6.5427509293680295,0.982602701875811,6.658592447260493,26.9,0.4925797878793289,10
ACS1,177,6.88715953307393,0.982457430310727,7.0101353204644115,25.7,0.49999737120725857,10
Discop,177,6.679245283018868,0.9298198129866311,7.18337595062077,26.5,0.3210388553901097,10
ACS2,177,7.108433734939759,0.9819704553747082,7.23894868326488,24.9,0.3407215118797806,10
ACS1,178,6.846153846153846,0.9794345416366336,6.98990443477104,26.0,0.4892955838340551,10
Discop,178,6.379928315412187,0.94603051279042,6.743892748864826,27.9,0.6114218968796851,10
ACS2,178,6.953125,0.9887917211034096,7.031940955412621,25.6,0.2624166380510611,10
ACS1,179,6.580882352941177,0.9784715320707332,6.725675849775717,27.2,0.9042359515981864,10
Discop,179,6.13013698630137,0.9312989802906755,6.582351227731444,29.2,0.9499983092800934,10
ACS2,179,6.78030303030303,0.9847049682910498,6.885618788001253,26.4,0.45834497703789423,10
ACS1,180,6.976744186046512,0.9935015120010308,7.02237903190959,25.8,0.43257855534101136,10
Discop,180,6.338028169014085,0.9422273651823475,6.726644123509932,28.4,0.5258244970032897,10
ACS2,180,6.870229007633588,0.979884469866243,7.0112643060578295,26.2,0.4221780142260065,10
ACS1,181,6.804511278195489,0.9880878904416626,6.886544551369777,26.6,0.373071232030131,10
Discop,181,6.510791366906475,0.929771252049673,7.002573323872393,27.8,0.39243846008650285,10
ACS2,181,6.654411764705882,0.9764792027627267,6.814698916145609,27.2,0.43360056563046184,10
ACS1,182,6.842105263157895,0.9824677302464028,6.964203558565629,26.6,0.7062392083811891,10
Discop,182,6.5,0.9441845674932905,6.884247237017237,28.0,0.5486854672400333,10
ACS2,182,6.765799256505576,0.9890990580422453,6.8403656858164785,26.9,0.6888932553936622,10
ACS1,183,6.802973977695167,0.9810952505251067,6.934060657264466,26.9,0.40717215398717554,10
Discop,183,6.559139784946237,0.9387040622847874,6.987441568092737,27.9,0.46275144638113735,10
ACS2,183,6.984732824427481,0.9867835980958526,7.078282247400113,26.2,0.31401801583539396,10
ACS1,184,6.917293233082707,0.985230046965518,7.020992969497615,26.6,0.3240968853430703,10
Discop,184,6.47887323943662,0.9376544027259149,6.909660127016387,28.4,0.38253468160716814,10
ACS2,184,6.917293233082707,0.9823334392854977,7.041695779097182,26.6,0.29702095731038347,10
ACS1,185,7.034220532319392,0.9835515424510102,7.151857557754539,26.3,0.42089136672657373,10
Discop,185,6.423611111111111,0.9321007559920728,6.891541574037455,28.8,0.38774618218583873,10
ACS2,185,6.954887218045113,0.9766134183573629,7.121433196917407,26.6,0.4021267435232836,10
ACS1,186,6.91449814126394,0.9789904603023185,7.062886127745003,26.9,0.35927010222830486,10
Discop,186,6.642857142857143,0.9432537229869731,7.042492365491448,28.0,0.4013643658483971,10
ACS2,186,6.966292134831461,0.9831382669706955,7.085770505400443,26.7,0.40673859115705857,10
ACS1,187,6.900369003690037,0.9820213817575048,7.0266993487866625,27.1,0.4720144476874735,10
Discop,187,6.678571428571429,0.9372090443077179,7.126021103973282,28.0,0.4076699403651672,10
ACS2,187,7.083333333333333,0.9836469144760609,7.201093430060997,26.4,0.4551808497028227,10
ACS1,188,6.937269372693727,0.9885613041462872,7.017540888558947,27.1,0.33368290110118726,10
Discop,188,6.666666666666667,0.9361267036275277,7.121543099703354,28.2,0.361043730457408,10
ACS2,188,7.09433962264151,0.9883146810286277,7.178219406047671,26.5,0.3409904226742405,10
ACS1,189,6.774193548387097,0.9843667445848492,6.881778143819835,27.9,0.38509134631082353,10
Discop,189,6.539792387543253,0.939469134097737,6.96115726444174,28.9,0.5391476290742183,10
ACS2,189,6.923076923076923,0.9869605432935299,7.0145427495757,27.3,0.45324527707610895,10
ACS1,190,6.643356643356643,0.9865135240495192,6.734176958959939,28.6,0.6705573474224945,10
Discop,190,6.354515050167224,0.9328004547010754,6.812298405454345,29.9,0.6693187149606523,10
ACS2,190,6.884057971014493,0.9818574291424791,7.011260257028146,27.6,0.6274743986791361,10
ACS1,191,6.631944444444445,0.9887008980083979,6.707735835785712,28.8,0.5815464449804421,10
Discop,191,6.201298701298701,0.9390077115810036,6.604097735105497,30.8,0.4935434667110882,10
ACS2,191,6.749116607773852,0.9864529117253374,6.841803118579104,28.3,0.43380519323763195,10
ACS1,192,6.832740213523132,0.9876216959022232,6.918378000273892,28.1,0.448870182390592,10
Discop,192,6.575342465753424,0.9315617929753063,7.058407198896061,29.2,0.3100848015000827,10
ACS2,192,7.164179104477612,0.9833758907512554,7.28529057083604,26.8,0.30026976043699793,10
ACS1,193,6.819787985865724,0.9836756999745139,6.932963766455162,28.3,0.35298608922458197,10
Discop,193,6.03125,0.9356582905149737,6.44599642961586,32.0,0.5429212342678216,10
ACS2,193,6.476510067114094,0.9836517194946297,6.584149591525675,29.8,0.6849935899020267,10
ACS1,194,6.621160409556314,0.9848078290308009,6.723301962447366,29.3,0.8596268264969549,10
Discop,194,6.510067114093959,0.9456463705533905,6.884251150125263,29.8,0.6340785380762192,10
ACS2,194,6.830985915492958,0.9841151257903732,6.941246746925857,28.4,0.4338170550227774,10
ACS1,195,6.701030927835052,0.986175124658503,6.794970548618851,29.1,0.4058018131247032,10
Discop,195,6.270096463022508,0.9342077499039537,6.711672498614082,31.1,0.249443469178854,10
ACS2,195,6.747404844290657,0.9813368768834807,6.875727391106502,28.9,0.2785783891232675,10
ACS1,196,6.829268292682927,0.9870922777529199,6.918571289230943,28.7,0.631047189059271,10
Discop,196,6.511627906976744,0.940299983156965,6.925053731378993,30.1,0.36659677772655774,10
ACS2,196,6.87719298245614,0.9828868218086259,6.996932739215393,28.5,0.4337460516726959,10
ACS1,197,6.769759450171821,0.983250749810668,6.885079367064187,29.1,0.47690247986224066,10
Discop,197,6.459016393442623,0.9511093179299037,6.791034712498368,30.5,0.7091077793739525,10
ACS2,197,6.52317880794702,0.9883439361583279,6.6001101127836925,30.2,0.703194903273078,10
ACS1,198,6.996466431095406,0.9860799864492034,7.095232158893248,28.3,0.5006932338607123,10
Discop,198,6.85121107266436,0.9512553010149131,7.202284250457966,28.9,0.5769034879833382,10
ACS2,198,6.804123711340206,0.9886910153621404,6.881951596220355,29.1,0.37477668240014433,10
ACS1,199,7.031802120141343,0.9808180960350918,7.169323392958441,28.3,0.42347615769382585,10
Discop,199,6.440129449838188,0.9373916498831778,6.8702654334938735,30.9,0.4247386206180451,10
ACS2,199,6.815068493150685,0.9803510078577764,6.951661638052169,29.2,0.5251718468524409,10
ACS1,200,6.896551724137931,0.9833772912695186,7.0131289235229675,29.0,0.37344479449500756,10
Discop,200,6.578947368421052,0.9377286217626879,7.015832956078837,30.4,0.38721908379295433,10
ACS2,200,7.017543859649122,0.9896164854387108,7.091175180391368,28.5,0.2667536087182554,10
ACS1,201,6.907216494845361,0.9876270026927138,6.993750146576788,29.1,0.45514541371684925,10
Discop,201,6.261682242990654,0.9380560390964605,6.675168627475531,32.1,0.5615985965509884,10
